Entity,Code,Day,"Birth rate per day, on a monthly basis"
East Germany,OWID_GDR,1971-11-30,35.678307
East Germany,OWID_GDR,1971-12-31,35.082073
East Germany,OWID_GDR,1972-01-31,39.43925
East Germany,OWID_GDR,1972-02-29,39.214798
East Germany,OWID_GDR,1972-03-31,38.64353
East Germany,OWID_GDR,1972-04-30,38.077717
East Germany,OWID_GDR,1972-05-31,37.158
East Germany,OWID_GDR,1972-06-30,36.101307
East Germany,OWID_GDR,1972-07-31,32.483505
East Germany,OWID_GDR,1972-08-31,27.354263
East Germany,OWID_GDR,1972-09-30,26.49791
East Germany,OWID_GDR,1972-10-31,23.656498
East Germany,OWID_GDR,1972-11-30,24.61657
East Germany,OWID_GDR,1972-12-31,22.894535
East Germany,OWID_GDR,1973-01-31,32.620277
East Germany,OWID_GDR,1973-02-28,30.67999
East Germany,OWID_GDR,1973-03-31,32.15737
East Germany,OWID_GDR,1973-04-30,31.042284
East Germany,OWID_GDR,1973-05-31,30.454113
East Germany,OWID_GDR,1973-06-30,29.229433
East Germany,OWID_GDR,1973-07-31,29.501163
East Germany,OWID_GDR,1973-08-31,27.970552
East Germany,OWID_GDR,1973-09-30,29.237427
East Germany,OWID_GDR,1973-10-31,26.24904
East Germany,OWID_GDR,1973-11-30,26.019552
East Germany,OWID_GDR,1973-12-31,24.05178
East Germany,OWID_GDR,1974-01-31,32.637947
East Germany,OWID_GDR,1974-02-28,29.649937
East Germany,OWID_GDR,1974-03-31,31.827112
East Germany,OWID_GDR,1974-04-30,30.543734
East Germany,OWID_GDR,1974-05-31,31.061039
East Germany,OWID_GDR,1974-06-30,28.51762
East Germany,OWID_GDR,1974-07-31,29.018616
East Germany,OWID_GDR,1974-08-31,28.270155
East Germany,OWID_GDR,1974-09-30,29.49519
East Germany,OWID_GDR,1974-10-31,26.594433
East Germany,OWID_GDR,1974-11-30,26.224804
East Germany,OWID_GDR,1974-12-31,24.16062
East Germany,OWID_GDR,1975-01-31,31.345211
East Germany,OWID_GDR,1975-02-28,30.349695
East Germany,OWID_GDR,1975-03-31,31.439445
East Germany,OWID_GDR,1975-04-30,31.901999
East Germany,OWID_GDR,1975-05-31,31.384634
East Germany,OWID_GDR,1975-06-30,29.660389
East Germany,OWID_GDR,1975-07-31,30.290524
East Germany,OWID_GDR,1975-08-31,29.09867
East Germany,OWID_GDR,1975-09-30,29.578321
East Germany,OWID_GDR,1975-10-31,26.225866
East Germany,OWID_GDR,1975-11-30,26.74108
East Germany,OWID_GDR,1975-12-31,26.577589
East Germany,OWID_GDR,1976-01-31,33.23204
East Germany,OWID_GDR,1976-02-29,31.710804
East Germany,OWID_GDR,1976-03-31,34.260586
East Germany,OWID_GDR,1976-04-30,33.236156
East Germany,OWID_GDR,1976-05-31,33.17456
East Germany,OWID_GDR,1976-06-30,32.285145
East Germany,OWID_GDR,1976-07-31,32.210335
East Germany,OWID_GDR,1976-08-31,31.352222
East Germany,OWID_GDR,1976-09-30,33.14451
East Germany,OWID_GDR,1976-10-31,29.307861
East Germany,OWID_GDR,1976-11-30,29.57542
East Germany,OWID_GDR,1976-12-31,28.11917
East Germany,OWID_GDR,1977-01-31,32.47247
East Germany,OWID_GDR,1977-02-28,35.24191
East Germany,OWID_GDR,1977-03-31,39.555912
East Germany,OWID_GDR,1977-04-30,39.74306
East Germany,OWID_GDR,1977-05-31,39.99257
East Germany,OWID_GDR,1977-06-30,38.410564
East Germany,OWID_GDR,1977-07-31,37.22907
East Germany,OWID_GDR,1977-08-31,36.033794
East Germany,OWID_GDR,1977-09-30,37.68612
East Germany,OWID_GDR,1977-10-31,33.916214
East Germany,OWID_GDR,1977-11-30,34.159363
East Germany,OWID_GDR,1977-12-31,33.22646
East Germany,OWID_GDR,1978-01-31,37.17604
East Germany,OWID_GDR,1978-02-28,38.39845
East Germany,OWID_GDR,1978-03-31,41.09979
East Germany,OWID_GDR,1978-04-30,40.05021
East Germany,OWID_GDR,1978-05-31,41.364292
East Germany,OWID_GDR,1978-06-30,38.558777
East Germany,OWID_GDR,1978-07-31,38.457863
East Germany,OWID_GDR,1978-08-31,36.529903
East Germany,OWID_GDR,1978-09-30,38.079075
East Germany,OWID_GDR,1978-10-31,35.38277
East Germany,OWID_GDR,1978-11-30,35.21833
East Germany,OWID_GDR,1978-12-31,35.252213
East Germany,OWID_GDR,1979-01-31,38.17654
East Germany,OWID_GDR,1979-02-28,39.27569
East Germany,OWID_GDR,1979-03-31,41.972755
East Germany,OWID_GDR,1979-04-30,39.863506
East Germany,OWID_GDR,1979-05-31,39.943356
East Germany,OWID_GDR,1979-06-30,37.602753
East Germany,OWID_GDR,1979-07-31,38.855476
East Germany,OWID_GDR,1979-08-31,38.258472
East Germany,OWID_GDR,1979-09-30,39.617523
East Germany,OWID_GDR,1979-10-31,36.47858
East Germany,OWID_GDR,1979-11-30,36.20735
East Germany,OWID_GDR,1979-12-31,35.609688
East Germany,OWID_GDR,1980-01-31,40.045494
East Germany,OWID_GDR,1980-02-29,40.57065
East Germany,OWID_GDR,1980-03-31,42.666893
East Germany,OWID_GDR,1980-04-30,42.872887
East Germany,OWID_GDR,1980-05-31,41.748486
East Germany,OWID_GDR,1980-06-30,39.78921
East Germany,OWID_GDR,1980-07-31,41.1692
East Germany,OWID_GDR,1980-08-31,38.816643
East Germany,OWID_GDR,1980-09-30,40.97711
East Germany,OWID_GDR,1980-10-31,37.422134
East Germany,OWID_GDR,1980-11-30,36.8956
East Germany,OWID_GDR,1980-12-31,37.19734
East Germany,OWID_GDR,1981-01-31,39.126743
East Germany,OWID_GDR,1981-02-28,41.640396
East Germany,OWID_GDR,1981-03-31,42.006653
East Germany,OWID_GDR,1981-04-30,40.828117
East Germany,OWID_GDR,1981-05-31,39.332657
East Germany,OWID_GDR,1981-06-30,38.55593
East Germany,OWID_GDR,1981-07-31,39.141533
East Germany,OWID_GDR,1981-08-31,38.496033
East Germany,OWID_GDR,1981-09-30,40.36627
East Germany,OWID_GDR,1981-10-31,36.03474
East Germany,OWID_GDR,1981-11-30,35.64442
East Germany,OWID_GDR,1981-12-31,36.066296
East Germany,OWID_GDR,1982-01-31,38.439922
East Germany,OWID_GDR,1982-02-28,40.528023
East Germany,OWID_GDR,1982-03-31,41.438194
East Germany,OWID_GDR,1982-04-30,40.736774
East Germany,OWID_GDR,1982-05-31,39.84814
East Germany,OWID_GDR,1982-06-30,39.93777
East Germany,OWID_GDR,1982-07-31,40.753162
East Germany,OWID_GDR,1982-08-31,39.164337
East Germany,OWID_GDR,1982-09-30,40.903484
East Germany,OWID_GDR,1982-10-31,37.16272
East Germany,OWID_GDR,1982-11-30,36.91922
East Germany,OWID_GDR,1982-12-31,36.895374
East Germany,OWID_GDR,1983-01-31,38.016155
East Germany,OWID_GDR,1983-02-28,39.93391
East Germany,OWID_GDR,1983-03-31,41.43876
East Germany,OWID_GDR,1983-04-30,38.898346
East Germany,OWID_GDR,1983-05-31,39.893738
East Germany,OWID_GDR,1983-06-30,39.32557
East Germany,OWID_GDR,1983-07-31,38.7659
East Germany,OWID_GDR,1983-08-31,38.472378
East Germany,OWID_GDR,1983-09-30,39.29182
East Germany,OWID_GDR,1983-10-31,35.814823
East Germany,OWID_GDR,1983-11-30,35.861103
East Germany,OWID_GDR,1983-12-31,34.5846
East Germany,OWID_GDR,1984-01-31,36.960342
East Germany,OWID_GDR,1984-02-29,38.689358
East Germany,OWID_GDR,1984-03-31,39.98406
East Germany,OWID_GDR,1984-04-30,37.764587
East Germany,OWID_GDR,1984-05-31,39.030125
East Germany,OWID_GDR,1984-06-30,37.8081
East Germany,OWID_GDR,1984-07-31,38.40029
East Germany,OWID_GDR,1984-08-31,36.969124
East Germany,OWID_GDR,1984-09-30,38.337242
East Germany,OWID_GDR,1984-10-31,35.184772
East Germany,OWID_GDR,1984-11-30,35.297115
East Germany,OWID_GDR,1984-12-31,34.006798
East Germany,OWID_GDR,1985-01-31,38.09926
East Germany,OWID_GDR,1985-02-28,38.356533
East Germany,OWID_GDR,1985-03-31,40.099663
East Germany,OWID_GDR,1985-04-30,39.232944
East Germany,OWID_GDR,1985-05-31,38.32757
East Germany,OWID_GDR,1985-06-30,36.82065
East Germany,OWID_GDR,1985-07-31,38.26937
East Germany,OWID_GDR,1985-08-31,37.015705
East Germany,OWID_GDR,1985-09-30,38.974243
East Germany,OWID_GDR,1985-10-31,34.78281
East Germany,OWID_GDR,1985-11-30,35.35101
East Germany,OWID_GDR,1985-12-31,34.250908
East Germany,OWID_GDR,1986-01-31,37.588657
East Germany,OWID_GDR,1986-02-28,37.608887
East Germany,OWID_GDR,1986-03-31,38.31357
East Germany,OWID_GDR,1986-04-30,37.96806
East Germany,OWID_GDR,1986-05-31,37.778416
East Germany,OWID_GDR,1986-06-30,36.56173
East Germany,OWID_GDR,1986-07-31,36.9583
East Germany,OWID_GDR,1986-08-31,36.076214
East Germany,OWID_GDR,1986-09-30,38.80911
East Germany,OWID_GDR,1986-10-31,34.515587
East Germany,OWID_GDR,1986-11-30,33.342403
East Germany,OWID_GDR,1986-12-31,33.728443
East Germany,OWID_GDR,1987-01-31,36.066257
East Germany,OWID_GDR,1987-02-28,38.805748
East Germany,OWID_GDR,1987-03-31,39.802414
East Germany,OWID_GDR,1987-04-30,38.589363
East Germany,OWID_GDR,1987-05-31,38.26842
East Germany,OWID_GDR,1987-06-30,38.948944
East Germany,OWID_GDR,1987-07-31,38.36819
East Germany,OWID_GDR,1987-08-31,36.22927
East Germany,OWID_GDR,1987-09-30,37.770874
East Germany,OWID_GDR,1987-10-31,34.557533
East Germany,OWID_GDR,1987-11-30,34.90504
East Germany,OWID_GDR,1987-12-31,34.046284
East Germany,OWID_GDR,1988-01-31,36.10799
East Germany,OWID_GDR,1988-02-29,36.517975
East Germany,OWID_GDR,1988-03-31,37.951866
East Germany,OWID_GDR,1988-04-30,35.227753
East Germany,OWID_GDR,1988-05-31,36.4545
East Germany,OWID_GDR,1988-06-30,35.64687
East Germany,OWID_GDR,1988-07-31,35.67149
East Germany,OWID_GDR,1988-08-31,35.6323
East Germany,OWID_GDR,1988-09-30,37.42361
East Germany,OWID_GDR,1988-10-31,32.89241
East Germany,OWID_GDR,1988-11-30,33.094307
East Germany,OWID_GDR,1988-12-31,31.900507
East Germany,OWID_GDR,1989-01-31,32.93174
East Germany,OWID_GDR,1989-02-28,35.458923
East Germany,OWID_GDR,1989-03-31,34.95707
East Germany,OWID_GDR,1989-04-30,33.439457
East Germany,OWID_GDR,1989-05-31,33.65637
East Germany,OWID_GDR,1989-06-30,33.125484
East Germany,OWID_GDR,1989-07-31,33.64991
East Germany,OWID_GDR,1989-08-31,33.35083
East Germany,OWID_GDR,1989-09-30,33.764774
East Germany,OWID_GDR,1989-10-31,31.01782
East Germany,OWID_GDR,1989-11-30,30.06902
East Germany,OWID_GDR,1989-12-31,29.8682
East Germany,OWID_GDR,1990-01-31,31.673006
East Germany,OWID_GDR,1990-02-28,32.613773
East Germany,OWID_GDR,1990-03-31,32.90868
East Germany,OWID_GDR,1990-04-30,31.78702
East Germany,OWID_GDR,1990-05-31,32.2542
East Germany,OWID_GDR,1990-06-30,31.069017
East Germany,OWID_GDR,1990-07-31,31.080585
East Germany,OWID_GDR,1990-08-31,30.213736
East Germany,OWID_GDR,1990-09-30,30.825277
East Germany,OWID_GDR,1990-10-31,27.84781
East Germany,OWID_GDR,1990-11-30,25.566647
East Germany,OWID_GDR,1990-12-31,23.841778
East Germany,OWID_GDR,1991-01-31,23.50634
East Germany,OWID_GDR,1991-02-28,21.87666
East Germany,OWID_GDR,1991-03-31,20.335278
East Germany,OWID_GDR,1991-04-30,18.867334
East Germany,OWID_GDR,1991-05-31,18.250217
East Germany,OWID_GDR,1991-06-30,18.182846
East Germany,OWID_GDR,1991-07-31,18.50955
East Germany,OWID_GDR,1991-08-31,17.683323
East Germany,OWID_GDR,1991-09-30,18.172625
East Germany,OWID_GDR,1991-10-31,16.33853
East Germany,OWID_GDR,1991-11-30,16.113806
East Germany,OWID_GDR,1991-12-31,15.34461
East Germany,OWID_GDR,1992-01-31,16.223215
East Germany,OWID_GDR,1992-02-29,15.650308
East Germany,OWID_GDR,1992-03-31,15.892461
East Germany,OWID_GDR,1992-04-30,15.30629
East Germany,OWID_GDR,1992-05-31,15.061909
East Germany,OWID_GDR,1992-06-30,15.790125
East Germany,OWID_GDR,1992-07-31,16.490866
East Germany,OWID_GDR,1992-08-31,15.593799
East Germany,OWID_GDR,1992-09-30,16.098011
East Germany,OWID_GDR,1992-10-31,14.084709
East Germany,OWID_GDR,1992-11-30,14.00307
East Germany,OWID_GDR,1992-12-31,14.304233
East Germany,OWID_GDR,1993-01-31,14.795963
East Germany,OWID_GDR,1993-02-28,14.40344
East Germany,OWID_GDR,1993-03-31,14.551293
East Germany,OWID_GDR,1993-04-30,13.861067
East Germany,OWID_GDR,1993-05-31,13.472721
East Germany,OWID_GDR,1993-06-30,14.429466
East Germany,OWID_GDR,1993-07-31,15.412203
East Germany,OWID_GDR,1993-08-31,14.544225
East Germany,OWID_GDR,1993-09-30,15.238282
East Germany,OWID_GDR,1993-10-31,13.423393
East Germany,OWID_GDR,1993-11-30,13.14934
East Germany,OWID_GDR,1993-12-31,12.603226
East Germany,OWID_GDR,1994-01-31,13.444758
East Germany,OWID_GDR,1994-02-28,14.058963
East Germany,OWID_GDR,1994-03-31,13.693231
East Germany,OWID_GDR,1994-04-30,13.762523
East Germany,OWID_GDR,1994-05-31,13.334683
East Germany,OWID_GDR,1994-06-30,14.488318
East Germany,OWID_GDR,1994-07-31,14.528752
East Germany,OWID_GDR,1994-08-31,14.376685
East Germany,OWID_GDR,1994-09-30,14.562978
East Germany,OWID_GDR,1994-10-31,13.53846
East Germany,OWID_GDR,1994-11-30,13.409547
East Germany,OWID_GDR,1994-12-31,13.798408
East Germany,OWID_GDR,1995-01-31,13.94003
East Germany,OWID_GDR,1995-02-28,14.186286
East Germany,OWID_GDR,1995-03-31,14.679528
East Germany,OWID_GDR,1995-04-30,13.436158
East Germany,OWID_GDR,1995-05-31,13.561607
East Germany,OWID_GDR,1995-06-30,15.391194
East Germany,OWID_GDR,1995-07-31,16.027954
East Germany,OWID_GDR,1995-08-31,16.105122
East Germany,OWID_GDR,1995-09-30,16.126793
East Germany,OWID_GDR,1995-10-31,15.2856865
East Germany,OWID_GDR,1995-11-30,15.220881
East Germany,OWID_GDR,1995-12-31,14.750087
East Germany,OWID_GDR,1996-01-31,14.845792
East Germany,OWID_GDR,1996-02-29,15.408471
East Germany,OWID_GDR,1996-03-31,15.331846
East Germany,OWID_GDR,1996-04-30,15.687616
East Germany,OWID_GDR,1996-05-31,15.854234
East Germany,OWID_GDR,1996-06-30,16.62466
East Germany,OWID_GDR,1996-07-31,17.772373
East Germany,OWID_GDR,1996-08-31,17.88961
East Germany,OWID_GDR,1996-09-30,18.41598
East Germany,OWID_GDR,1996-10-31,16.976038
East Germany,OWID_GDR,1996-11-30,17.33899
East Germany,OWID_GDR,1996-12-31,17.100866
East Germany,OWID_GDR,1997-01-31,17.295965
East Germany,OWID_GDR,1997-02-28,18.039913
East Germany,OWID_GDR,1997-03-31,17.11388
East Germany,OWID_GDR,1997-04-30,17.9114
East Germany,OWID_GDR,1997-05-31,17.405922
East Germany,OWID_GDR,1997-06-30,18.527353
East Germany,OWID_GDR,1997-07-31,19.610294
East Germany,OWID_GDR,1997-08-31,18.661848
East Germany,OWID_GDR,1997-09-30,19.413858
East Germany,OWID_GDR,1997-10-31,17.595098
East Germany,OWID_GDR,1997-11-30,16.804209
East Germany,OWID_GDR,1997-12-31,17.237095
East Germany,OWID_GDR,1998-01-31,17.309599
East Germany,OWID_GDR,1998-02-28,18.215685
East Germany,OWID_GDR,1998-03-31,18.043087
East Germany,OWID_GDR,1998-04-30,17.94918
East Germany,OWID_GDR,1998-05-31,17.561396
East Germany,OWID_GDR,1998-06-30,18.278828
East Germany,OWID_GDR,1998-07-31,20.469418
East Germany,OWID_GDR,1998-08-31,20.049
East Germany,OWID_GDR,1998-09-30,20.725777
East Germany,OWID_GDR,1998-10-31,18.250559
East Germany,OWID_GDR,1998-11-30,17.998587
East Germany,OWID_GDR,1998-12-31,17.53972
East Germany,OWID_GDR,1999-01-31,18.842848
East Germany,OWID_GDR,1999-02-28,18.891312
East Germany,OWID_GDR,1999-03-31,18.366581
East Germany,OWID_GDR,1999-04-30,18.468075
East Germany,OWID_GDR,1999-05-31,19.301107
East Germany,OWID_GDR,1999-06-30,19.918741
East Germany,OWID_GDR,1999-07-31,20.993042
East Germany,OWID_GDR,1999-08-31,20.311174
East Germany,OWID_GDR,1999-09-30,21.256577
East Germany,OWID_GDR,1999-10-31,18.582087
East Germany,OWID_GDR,1999-11-30,18.39966
East Germany,OWID_GDR,1999-12-31,18.775362
East Germany,OWID_GDR,2000-01-31,19.621372
East Germany,OWID_GDR,2000-02-29,20.0648
East Germany,OWID_GDR,2000-03-31,19.682121
East Germany,OWID_GDR,2000-04-30,19.331377
East Germany,OWID_GDR,2000-05-31,20.296684
East Germany,OWID_GDR,2000-06-30,20.493666
East Germany,OWID_GDR,2000-07-31,21.243666
East Germany,OWID_GDR,2000-08-31,21.628815
East Germany,OWID_GDR,2000-09-30,22.332552
East Germany,OWID_GDR,2000-10-31,20.015408
East Germany,OWID_GDR,2000-11-30,19.50689
East Germany,OWID_GDR,2000-12-31,18.714813
East Germany,OWID_GDR,2001-01-31,19.940693
East Germany,OWID_GDR,2001-02-28,19.297754
East Germany,OWID_GDR,2001-03-31,19.384827
East Germany,OWID_GDR,2001-04-30,19.438278
East Germany,OWID_GDR,2001-05-31,20.08622
East Germany,OWID_GDR,2001-06-30,19.925606
East Germany,OWID_GDR,2001-07-31,21.56738
East Germany,OWID_GDR,2001-08-31,20.913496
East Germany,OWID_GDR,2001-09-30,20.969799
East Germany,OWID_GDR,2001-10-31,19.496433
East Germany,OWID_GDR,2001-11-30,19.045452
East Germany,OWID_GDR,2001-12-31,18.396954
East Germany,OWID_GDR,2002-01-31,19.378937
East Germany,OWID_GDR,2002-02-28,19.565569
East Germany,OWID_GDR,2002-03-31,19.270601
East Germany,OWID_GDR,2002-04-30,19.196697
East Germany,OWID_GDR,2002-05-31,19.124872
East Germany,OWID_GDR,2002-06-30,19.712866
East Germany,OWID_GDR,2002-07-31,21.506762
East Germany,OWID_GDR,2002-08-31,21.014395
East Germany,OWID_GDR,2002-09-30,21.490269
East Germany,OWID_GDR,2002-10-31,19.834932
East Germany,OWID_GDR,2002-11-30,18.94358
East Germany,OWID_GDR,2002-12-31,18.496521
East Germany,OWID_GDR,2003-01-31,18.779253
East Germany,OWID_GDR,2003-02-28,18.752562
East Germany,OWID_GDR,2003-03-31,19.116394
East Germany,OWID_GDR,2003-04-30,19.522673
East Germany,OWID_GDR,2003-05-31,19.487354
East Germany,OWID_GDR,2003-06-30,20.397175
East Germany,OWID_GDR,2003-07-31,22.376314
East Germany,OWID_GDR,2003-08-31,21.365417
East Germany,OWID_GDR,2003-09-30,23.03214
East Germany,OWID_GDR,2003-10-31,20.14297
East Germany,OWID_GDR,2003-11-30,18.641836
East Germany,OWID_GDR,2003-12-31,18.491179
East Germany,OWID_GDR,2004-01-31,20.281878
East Germany,OWID_GDR,2004-02-29,19.715473
East Germany,OWID_GDR,2004-03-31,19.515013
East Germany,OWID_GDR,2004-04-30,20.207891
East Germany,OWID_GDR,2004-05-31,19.275923
East Germany,OWID_GDR,2004-06-30,21.504118
East Germany,OWID_GDR,2004-07-31,23.231165
East Germany,OWID_GDR,2004-08-31,22.289257
East Germany,OWID_GDR,2004-09-30,22.697784
East Germany,OWID_GDR,2004-10-31,20.142725
East Germany,OWID_GDR,2004-11-30,19.440529
East Germany,OWID_GDR,2004-12-31,19.721146
East Germany,OWID_GDR,2005-01-31,19.764677
East Germany,OWID_GDR,2005-02-28,20.59345
East Germany,OWID_GDR,2005-03-31,19.703852
East Germany,OWID_GDR,2005-04-30,20.21983
East Germany,OWID_GDR,2005-05-31,19.84572
East Germany,OWID_GDR,2005-06-30,21.34803
East Germany,OWID_GDR,2005-07-31,21.91127
East Germany,OWID_GDR,2005-08-31,21.80046
East Germany,OWID_GDR,2005-09-30,21.967035
East Germany,OWID_GDR,2005-10-31,19.745817
East Germany,OWID_GDR,2005-11-30,19.684998
East Germany,OWID_GDR,2005-12-31,19.107422
East Germany,OWID_GDR,2006-01-31,19.151476
East Germany,OWID_GDR,2006-02-28,19.780596
East Germany,OWID_GDR,2006-03-31,20.125515
East Germany,OWID_GDR,2006-04-30,19.54849
East Germany,OWID_GDR,2006-05-31,21.068304
East Germany,OWID_GDR,2006-06-30,20.974245
East Germany,OWID_GDR,2006-07-31,22.703247
East Germany,OWID_GDR,2006-08-31,22.330614
East Germany,OWID_GDR,2006-09-30,22.905638
East Germany,OWID_GDR,2006-10-31,20.73753
East Germany,OWID_GDR,2006-11-30,20.010609
East Germany,OWID_GDR,2006-12-31,18.714489
East Germany,OWID_GDR,2007-01-31,20.76271
East Germany,OWID_GDR,2007-02-28,20.344212
East Germany,OWID_GDR,2007-03-31,20.46103
East Germany,OWID_GDR,2007-04-30,19.77255
East Germany,OWID_GDR,2007-05-31,21.099295
East Germany,OWID_GDR,2007-06-30,22.689585
East Germany,OWID_GDR,2007-07-31,23.786404
East Germany,OWID_GDR,2007-08-31,23.387836
East Germany,OWID_GDR,2007-09-30,24.486086
East Germany,OWID_GDR,2007-10-31,22.19879
East Germany,OWID_GDR,2007-11-30,20.701832
East Germany,OWID_GDR,2007-12-31,20.090815
East Germany,OWID_GDR,2008-01-31,22.132658
East Germany,OWID_GDR,2008-02-29,21.575027
East Germany,OWID_GDR,2008-03-31,19.699484
East Germany,OWID_GDR,2008-04-30,21.181065
East Germany,OWID_GDR,2008-05-31,21.6003
East Germany,OWID_GDR,2008-06-30,22.994316
East Germany,OWID_GDR,2008-07-31,24.79772
East Germany,OWID_GDR,2008-08-31,23.584684
East Germany,OWID_GDR,2008-09-30,25.009638
East Germany,OWID_GDR,2008-10-31,22.155582
East Germany,OWID_GDR,2008-11-30,21.009968
East Germany,OWID_GDR,2008-12-31,20.404615
East Germany,OWID_GDR,2009-01-31,21.040686
East Germany,OWID_GDR,2009-02-28,21.13967
East Germany,OWID_GDR,2009-03-31,20.78467
East Germany,OWID_GDR,2009-04-30,21.732676
East Germany,OWID_GDR,2009-05-31,21.519875
East Germany,OWID_GDR,2009-06-30,23.178959
East Germany,OWID_GDR,2009-07-31,24.97517
East Germany,OWID_GDR,2009-08-31,23.80845
East Germany,OWID_GDR,2009-09-30,24.538597
East Germany,OWID_GDR,2009-10-31,21.278093
East Germany,OWID_GDR,2009-11-30,20.056948
East Germany,OWID_GDR,2009-12-31,21.023445
East Germany,OWID_GDR,2010-01-31,21.675055
East Germany,OWID_GDR,2010-02-28,21.558643
East Germany,OWID_GDR,2010-03-31,21.821802
East Germany,OWID_GDR,2010-04-30,21.33967
East Germany,OWID_GDR,2010-05-31,22.035744
East Germany,OWID_GDR,2010-06-30,24.268856
East Germany,OWID_GDR,2010-07-31,24.699408
East Germany,OWID_GDR,2010-08-31,24.330317
East Germany,OWID_GDR,2010-09-30,24.95797
East Germany,OWID_GDR,2010-10-31,23.017477
East Germany,OWID_GDR,2010-11-30,22.445507
East Germany,OWID_GDR,2010-12-31,21.119015
East Germany,OWID_GDR,2011-01-31,21.11602
East Germany,OWID_GDR,2011-02-28,21.701674
East Germany,OWID_GDR,2011-03-31,21.196764
East Germany,OWID_GDR,2011-04-30,20.255714
East Germany,OWID_GDR,2011-05-31,21.709124
East Germany,OWID_GDR,2011-06-30,23.927988
East Germany,OWID_GDR,2011-07-31,24.258284
East Germany,OWID_GDR,2011-08-31,24.996653
East Germany,OWID_GDR,2011-09-30,24.963299
East Germany,OWID_GDR,2011-10-31,22.196186
East Germany,OWID_GDR,2011-11-30,21.483915
East Germany,OWID_GDR,2011-12-31,20.1079
East Germany,OWID_GDR,2012-01-31,21.376612
East Germany,OWID_GDR,2012-02-29,22.254482
East Germany,OWID_GDR,2012-03-31,21.096214
East Germany,OWID_GDR,2012-04-30,21.949148
East Germany,OWID_GDR,2012-05-31,22.489574
East Germany,OWID_GDR,2012-06-30,23.191898
East Germany,OWID_GDR,2012-07-31,24.994518
East Germany,OWID_GDR,2012-08-31,24.660242
East Germany,OWID_GDR,2012-09-30,24.323156
East Germany,OWID_GDR,2012-10-31,22.586596
East Germany,OWID_GDR,2012-11-30,22.049759
East Germany,OWID_GDR,2012-12-31,20.698236
East Germany,OWID_GDR,2013-01-31,21.598398
East Germany,OWID_GDR,2013-02-28,21.36975
East Germany,OWID_GDR,2013-03-31,21.163212
East Germany,OWID_GDR,2013-04-30,22.077354
East Germany,OWID_GDR,2013-05-31,21.79099
East Germany,OWID_GDR,2013-06-30,23.36217
East Germany,OWID_GDR,2013-07-31,25.387154
East Germany,OWID_GDR,2013-08-31,24.81298
East Germany,OWID_GDR,2013-09-30,25.62502
East Germany,OWID_GDR,2013-10-31,22.474993
East Germany,OWID_GDR,2013-11-30,20.873571
East Germany,OWID_GDR,2013-12-31,21.090332
East Germany,OWID_GDR,2014-01-31,22.365444
East Germany,OWID_GDR,2014-02-28,22.624567
East Germany,OWID_GDR,2014-03-31,21.401775
East Germany,OWID_GDR,2014-04-30,22.617496
East Germany,OWID_GDR,2014-05-31,22.616503
East Germany,OWID_GDR,2014-06-30,24.9497
East Germany,OWID_GDR,2014-07-31,26.188377
East Germany,OWID_GDR,2014-08-31,25.03261
East Germany,OWID_GDR,2014-09-30,26.397888
East Germany,OWID_GDR,2014-10-31,23.83822
East Germany,OWID_GDR,2014-11-30,21.877914
East Germany,OWID_GDR,2014-12-31,21.96345
East Germany,OWID_GDR,2015-01-31,22.784927
East Germany,OWID_GDR,2015-02-28,21.781507
East Germany,OWID_GDR,2015-03-31,21.745417
East Germany,OWID_GDR,2015-04-30,21.521803
East Germany,OWID_GDR,2015-05-31,21.871452
East Germany,OWID_GDR,2015-06-30,23.38102
East Germany,OWID_GDR,2015-07-31,23.828176
East Germany,OWID_GDR,2015-08-31,23.957397
East Germany,OWID_GDR,2015-09-30,23.959429
East Germany,OWID_GDR,2015-10-31,21.469748
East Germany,OWID_GDR,2015-11-30,20.106821
East Germany,OWID_GDR,2015-12-31,19.02982
East Germany,OWID_GDR,2016-01-31,23.270903
East Germany,OWID_GDR,2016-02-29,24.682673
East Germany,OWID_GDR,2016-03-31,24.550201
East Germany,OWID_GDR,2016-04-30,23.588055
East Germany,OWID_GDR,2016-05-31,24.540573
East Germany,OWID_GDR,2016-06-30,26.074703
East Germany,OWID_GDR,2016-07-31,27.525602
East Germany,OWID_GDR,2016-08-31,28.015886
East Germany,OWID_GDR,2016-09-30,28.180054
East Germany,OWID_GDR,2016-10-31,25.389626
East Germany,OWID_GDR,2016-11-30,25.182236
East Germany,OWID_GDR,2016-12-31,23.742023
East Germany,OWID_GDR,2017-01-31,23.811255
East Germany,OWID_GDR,2017-02-28,24.590368
East Germany,OWID_GDR,2017-03-31,23.560865
East Germany,OWID_GDR,2017-04-30,23.767307
East Germany,OWID_GDR,2017-05-31,25.376066
East Germany,OWID_GDR,2017-06-30,25.781054
East Germany,OWID_GDR,2017-07-31,27.204187
East Germany,OWID_GDR,2017-08-31,26.829252
East Germany,OWID_GDR,2017-09-30,26.785969
East Germany,OWID_GDR,2017-10-31,24.36871
East Germany,OWID_GDR,2017-11-30,23.147942
East Germany,OWID_GDR,2017-12-31,22.417948
East Germany,OWID_GDR,2018-01-31,23.768179
East Germany,OWID_GDR,2018-02-28,23.876945
East Germany,OWID_GDR,2018-03-31,23.251112
East Germany,OWID_GDR,2018-04-30,23.649899
